date,ibov_adj,ibov
13/08/2010,66264,66264
12/08/2010,65966,65966
11/08/2010,65790,65790
10/08/2010,67223,67223
09/08/2010,67862,67862
06/08/2010,68094,68094
05/08/2010,68411,68411
04/08/2010,68272,68272
03/08/2010,67997,67997
02/08/2010,68517,68517
30/07/2010,67515,67515
29/07/2010,66953,66953
28/07/2010,66808,66808
27/07/2010,66674,66674
26/07/2010,66443,66443
23/07/2010,66322,66322
22/07/2010,65748,65748
21/07/2010,64476,64476
20/07/2010,64462,64462
19/07/2010,63297,63297
16/07/2010,62339,62339
15/07/2010,63489,63489
14/07/2010,63479,63479
13/07/2010,63685,63685
12/07/2010,62960,62960
09/07/2010,,
08/07/2010,63476,63476
07/07/2010,63283,63283
06/07/2010,62064,62064
05/07/2010,60865,60865
02/07/2010,61429,61429
01/07/2010,61236,61236
30/06/2010,60935,60935
29/06/2010,61977,61977
28/06/2010,64225,64225
25/06/2010,64823,64823
24/06/2010,63936,63936
23/06/2010,65160,65160
22/06/2010,64810,64810
21/06/2010,64829,64829
18/06/2010,64437,64437
17/06/2010,64540,64540
16/06/2010,64750,64750
15/06/2010,64442,64442
14/06/2010,63532,63532
11/06/2010,63605,63605
10/06/2010,63048,63048
09/06/2010,61478,61478
08/06/2010,61793,61793
07/06/2010,61182,61182
04/06/2010,61675,61675
02/06/2010,62942,62942
01/06/2010,61840,61840
31/05/2010,63046,63046
28/05/2010,61946,61946
27/05/2010,62091,62091
26/05/2010,60190,60190
25/05/2010,59184,59184
24/05/2010,59915,59915
21/05/2010,60259,60259
20/05/2010,58192,58192
19/05/2010,59689,59689
18/05/2010,60841,60841
17/05/2010,62866,62866
14/05/2010,63412,63412
13/05/2010,64788,64788
12/05/2010,65223,65223
11/05/2010,64424,64424
10/05/2010,65452,65452
07/05/2010,62870,62870
06/05/2010,63414,63414
05/05/2010,64914,64914
04/05/2010,64869,64869
03/05/2010,67119,67119
30/04/2010,67529,67529
29/04/2010,67978,67978
28/04/2010,66655,66655
27/04/2010,66511,66511
26/04/2010,68871,68871
23/04/2010,69509,69509
22/04/2010,69386,69386
20/04/2010,69318,69318
19/04/2010,69097,69097
16/04/2010,69421,69421
15/04/2010,70524,70524
14/04/2010,71034,71034
13/04/2010,70792,70792
12/04/2010,70614,70614
09/04/2010,71417,71417
08/04/2010,71784,71784
07/04/2010,70792,70792
06/04/2010,71095,71095
05/04/2010,71289,71289
01/04/2010,71136,71136
31/03/2010,70371,70371
30/03/2010,69959,69959
29/03/2010,69939,69939
26/03/2010,68682,68682
25/03/2010,68441,68441
24/03/2010,68913,68913
23/03/2010,69386,69386
22/03/2010,69041,69041
19/03/2010,68828,68828
18/03/2010,69697,69697
17/03/2010,69723,69723
16/03/2010,69942,69942
15/03/2010,69023,69023
12/03/2010,69341,69341
11/03/2010,69884,69884
10/03/2010,69979,69979
09/03/2010,69576,69576
08/03/2010,68575,68575
05/03/2010,68846,68846
04/03/2010,67814,67814
03/03/2010,67641,67641
02/03/2010,67779,67779
01/03/2010,67227,67227
26/02/2010,66503,66503
25/02/2010,66121,66121
24/02/2010,65794,65794
23/02/2010,66108,66108
22/02/2010,67184,67184
19/02/2010,67597,67597
18/02/2010,67836,67836
17/02/2010,67284,67284
12/02/2010,65854,65854
11/02/2010,66128,66128
10/02/2010,65051,65051
09/02/2010,64718,64718
08/02/2010,63153,63153
05/02/2010,62762,62762
04/02/2010,63934,63934
03/02/2010,67108,67108
02/02/2010,67163,67163
01/02/2010,66571,66571
29/01/2010,65401,65401
28/01/2010,65587,65587
27/01/2010,65069,65069
26/01/2010,65523,65523
25/01/2010,,
22/01/2010,66220,66220
21/01/2010,66270,66270
20/01/2010,68200,68200
19/01/2010,69908,69908
18/01/2010,69400,69400
15/01/2010,68978,68978
14/01/2010,69801,69801
13/01/2010,70385,70385
12/01/2010,70075,70075
11/01/2010,70433,70433
08/01/2010,70262,70262
07/01/2010,70451,70451
06/01/2010,70729,70729
05/01/2010,70239,70239
04/01/2010,70045,70045
31/12/2009,,
30/12/2009,68588,68588
29/12/2009,68296,68296
28/12/2009,67901,67901
24/12/2009,,
23/12/2009,67588,67588
22/12/2009,67417,67417
21/12/2009,65925,65925
18/12/2009,66794,66794
17/12/2009,67067,67067
16/12/2009,68622,68622
15/12/2009,69310,69310
14/12/2009,69349,69349
11/12/2009,69267,69267
10/12/2009,68728,68728
09/12/2009,68012,68012
08/12/2009,67729,67729
07/12/2009,68512,68512
04/12/2009,67604,67604
03/12/2009,68315,68315
02/12/2009,68615,68615
01/12/2009,68546,68546
30/11/2009,67044,67044
27/11/2009,67082,67082
26/11/2009,66391,66391
25/11/2009,67917,67917
24/11/2009,67317,67317
23/11/2009,66809,66809
20/11/2009,,
19/11/2009,66327,66327
18/11/2009,66515,66515
17/11/2009,67405,67405
16/11/2009,66627,66627
13/11/2009,65325,65325
12/11/2009,64447,64447
11/11/2009,66431,66431
10/11/2009,66303,66303
09/11/2009,66214,66214
06/11/2009,64466,64466
05/11/2009,64815,64815
04/11/2009,63912,63912
03/11/2009,62643,62643
30/10/2009,61545,61545
29/10/2009,63720,63720
28/10/2009,60162,60162
27/10/2009,63161,63161
26/10/2009,65085,65085
23/10/2009,65058,65058
22/10/2009,66134,66134
21/10/2009,65485,65485
20/10/2009,65303,65303
19/10/2009,67239,67239
16/10/2009,66200,66200
15/10/2009,66703,66703
14/10/2009,66201,66201
13/10/2009,64645,64645
09/10/2009,64071,64071
08/10/2009,63759,63759
07/10/2009,62638,62638
06/10/2009,62670,62670
05/10/2009,62369,62369
02/10/2009,61171,61171
01/10/2009,60459,60459
30/09/2009,61517,61517
29/09/2009,61235,61235
28/09/2009,61316,61316
25/09/2009,60355,60355
24/09/2009,60046,60046
23/09/2009,60496,60496
22/09/2009,61493,61493
21/09/2009,60928,60928
18/09/2009,60703,60703
17/09/2009,60236,60236
16/09/2009,60410,60410
15/09/2009,59263,59263
14/09/2009,58867,58867
11/09/2009,58366,58366
10/09/2009,58535,58535
09/09/2009,57909,57909
08/09/2009,57854,57854
04/09/2009,56652,56652
03/09/2009,55707,55707
02/09/2009,55385,55385
01/09/2009,55814,55814
31/08/2009,56488,56488
28/08/2009,57700,57700
27/08/2009,57703,57703
26/08/2009,57765,57765
25/08/2009,57421,57421
24/08/2009,57775,57775
21/08/2009,57728,57728
20/08/2009,56831,56831
19/08/2009,56156,56156
18/08/2009,55748,55748
17/08/2009,55218,55218
14/08/2009,56638,56638
13/08/2009,57047,57047
12/08/2009,56588,56588
11/08/2009,55761,55761
10/08/2009,56830,56830
07/08/2009,56329,56329
06/08/2009,55754,55754
05/08/2009,56384,56384
04/08/2009,56038,56038
03/08/2009,55997,55997
31/07/2009,54765,54765
30/07/2009,54478,54478
29/07/2009,53734,53734
28/07/2009,54471,54471
27/07/2009,54548,54548
24/07/2009,54457,54457
23/07/2009,54249,54249
22/07/2009,53072,53072
21/07/2009,53233,53233
20/07/2009,53154,53154
17/07/2009,52072,52072
16/07/2009,51918,51918
15/07/2009,51296,51296
14/07/2009,48872,48872
13/07/2009,49186,49186
10/07/2009,49220,49220
09/07/2009,,
08/07/2009,49177,49177
07/07/2009,49456,49456
06/07/2009,50622,50622
03/07/2009,50934,50934
02/07/2009,51024,51024
01/07/2009,51543,51543
30/06/2009,51465,51465
29/06/2009,52137,52137
26/06/2009,51485,51485
25/06/2009,51514,51514
24/06/2009,49672,49672
23/06/2009,49813,49813
22/06/2009,49494,49494
19/06/2009,51373,51373
18/06/2009,50903,50903
17/06/2009,51045,51045
16/06/2009,51205,51205
15/06/2009,52033,52033
12/06/2009,53558,53558
10/06/2009,53410,53410
09/06/2009,53157,53157
08/06/2009,53630,53630
05/06/2009,53341,53341
04/06/2009,53463,53463
03/06/2009,52086,52086
02/06/2009,53999,53999
01/06/2009,54486,54486
29/05/2009,53197,53197
28/05/2009,53040,53040
27/05/2009,51791,51791
26/05/2009,51840,51840
25/05/2009,50816,50816
22/05/2009,50568,50568
21/05/2009,50087,50087
20/05/2009,51245,51245
19/05/2009,51348,51348
18/05/2009,51463,51463
15/05/2009,49007,49007
14/05/2009,49446,49446
13/05/2009,48679,48679
12/05/2009,50325,50325
11/05/2009,50976,50976
08/05/2009,51395,51395
07/05/2009,50058,50058
06/05/2009,51499,51499
05/05/2009,50669,50669
04/05/2009,50404,50404
30/04/2009,47289,47289
29/04/2009,47226,47226
28/04/2009,45821,45821
27/04/2009,45819,45819
24/04/2009,46771,46771
23/04/2009,45801,45801
22/04/2009,44888,44888
20/04/2009,44433,44433
17/04/2009,45778,45778
16/04/2009,46024,46024
15/04/2009,45272,45272
14/04/2009,45418,45418
13/04/2009,45991,45991
09/04/2009,45538,45538
08/04/2009,44181,44181
07/04/2009,43824,43824
06/04/2009,44167,44167
03/04/2009,44390,44390
02/04/2009,43736,43736
01/04/2009,41976,41976
31/03/2009,40925,40925
30/03/2009,40653,40653
27/03/2009,41907,41907
26/03/2009,42588,42588
25/03/2009,41799,41799
24/03/2009,41475,41475
23/03/2009,42438,42438
20/03/2009,40076,40076
19/03/2009,40453,40453
18/03/2009,40142,40142
17/03/2009,39510,39510
16/03/2009,38607,38607
13/03/2009,39015,39015
12/03/2009,39151,39151
11/03/2009,38804,38804
10/03/2009,38794,38794
09/03/2009,36741,36741
06/03/2009,37105,37105
05/03/2009,37368,37368
04/03/2009,38402,38402
03/03/2009,36467,36467
02/03/2009,36234,36234
27/02/2009,38183,38183
26/02/2009,38180,38180
25/02/2009,38231,38231
20/02/2009,38714,38714
19/02/2009,39730,39730
18/02/2009,39674,39674
17/02/2009,39846,39846
16/02/2009,41841,41841
13/02/2009,41673,41673
12/02/2009,40500,40500
11/02/2009,40845,40845
10/02/2009,41207,41207
09/02/2009,42100,42100
06/02/2009,42755,42755
05/02/2009,41108,41108
04/02/2009,40129,40129
03/02/2009,39746,39746
02/02/2009,38666,38666
30/01/2009,39300,39300
29/01/2009,39638,39638
28/01/2009,40227,40227
27/01/2009,38698,38698
26/01/2009,38509,38509
23/01/2009,38132,38132
22/01/2009,37894,37894
21/01/2009,38542,38542
20/01/2009,37272,37272
19/01/2009,38828,38828
16/01/2009,39341,39341
15/01/2009,39151,39151
14/01/2009,37981,37981
13/01/2009,39544,39544
12/01/2009,39403,39403
09/01/2009,41582,41582
08/01/2009,41990,41990
07/01/2009,40820,40820
06/01/2009,42312,42312
05/01/2009,41518,41518
02/01/2009,40244,40244
31/12/2008,,
30/12/2008,37550,37550
29/12/2008,37060,37060
26/12/2008,36864,36864
24/12/2008,,
23/12/2008,36470,36470
22/12/2008,37618,37618
19/12/2008,39131,39131
18/12/2008,39536,39536
17/12/2008,39947,39947
16/12/2008,39993,39993
15/12/2008,38320,38320
12/12/2008,39373,39373
11/12/2008,38519,38519
10/12/2008,39004,39004
09/12/2008,37968,37968
08/12/2008,38284,38284
05/12/2008,35347,35347
04/12/2008,35127,35127
03/12/2008,35296,35296
02/12/2008,35000,35000
01/12/2008,34740,34740
28/11/2008,36595,36595
27/11/2008,36212,36212
26/11/2008,36469,36469
25/11/2008,34812,34812
24/11/2008,34188,34188
21/11/2008,31250,31250
20/11/2008,,
19/11/2008,33404,33404
18/11/2008,34094,34094
17/11/2008,35717,35717
14/11/2008,35789,35789
13/11/2008,35993,35993
12/11/2008,34373,34373
11/11/2008,37261,37261
10/11/2008,36776,36776
07/11/2008,36665,36665
06/11/2008,36361,36361
05/11/2008,37785,37785
04/11/2008,40254,40254
03/11/2008,38249,38249
31/10/2008,37256,37256
30/10/2008,37448,37448
29/10/2008,34845,34845
28/10/2008,33386,33386
27/10/2008,29435,29435
24/10/2008,31481,31481
23/10/2008,33818,33818
22/10/2008,35069,35069
21/10/2008,39043,39043
20/10/2008,39441,39441
17/10/2008,36399,36399
16/10/2008,36441,36441
15/10/2008,36833,36833
14/10/2008,41569,41569
13/10/2008,40829,40829
10/10/2008,35609,35609
09/10/2008,37080,37080
08/10/2008,38593,38593
07/10/2008,40139,40139
06/10/2008,42100,42100
03/10/2008,44517,44517
02/10/2008,46145,46145
01/10/2008,49798,49798
30/09/2008,49541,49541
29/09/2008,46028,46028
26/09/2008,50782,50782
25/09/2008,51828,51828
24/09/2008,49842,49842
23/09/2008,49593,49593
22/09/2008,51540,51540
19/09/2008,53055,53055
18/09/2008,48422,48422
17/09/2008,45908,45908
16/09/2008,49228,49228
15/09/2008,48416,48416
12/09/2008,52392,52392
11/09/2008,51270,51270
10/09/2008,49633,49633
09/09/2008,48435,48435
08/09/2008,50717,50717
05/09/2008,51939,51939
04/09/2008,51408,51408
03/09/2008,53527,53527
02/09/2008,54404,54404
01/09/2008,55162,55162
29/08/2008,55680,55680
28/08/2008,56382,56382
27/08/2008,55519,55519
26/08/2008,54358,54358
25/08/2008,54477,54477
22/08/2008,55850,55850
21/08/2008,55934,55934
20/08/2008,55377,55377
19/08/2008,53638,53638
18/08/2008,53326,53326
15/08/2008,54244,54244
14/08/2008,55138,55138
13/08/2008,54573,54573
12/08/2008,54502,54502
11/08/2008,54720,54720
08/08/2008,56584,56584
07/08/2008,57017,57017
06/08/2008,57542,57542
05/08/2008,56470,56470
04/08/2008,55609,55609
01/08/2008,57630,57630
31/07/2008,59505,59505
30/07/2008,59997,59997
29/07/2008,58042,58042
28/07/2008,56869,56869
25/07/2008,57199,57199
24/07/2008,57434,57434
23/07/2008,59420,59420
22/07/2008,59647,59647
21/07/2008,60771,60771
18/07/2008,59988,59988
17/07/2008,60108,60108
16/07/2008,62056,62056
15/07/2008,61015,61015
14/07/2008,60720,60720
11/07/2008,60148,60148
10/07/2008,60252,60252
09/07/2008,,
08/07/2008,59535,59535
07/07/2008,59088,59088
04/07/2008,59365,59365
03/07/2008,59273,59273
02/07/2008,61106,61106
01/07/2008,63396,63396
30/06/2008,65017,65017
27/06/2008,64321,64321
26/06/2008,63946,63946
25/06/2008,65853,65853
24/06/2008,64167,64167
23/06/2008,64640,64640
20/06/2008,64613,64613
19/06/2008,66590,66590
18/06/2008,67090,67090
17/06/2008,68437,68437
16/06/2008,67284,67284
13/06/2008,67203,67203
12/06/2008,67319,67319
11/06/2008,66794,66794
10/06/2008,67774,67774
09/06/2008,69281,69281
06/06/2008,69785,69785
05/06/2008,71209,71209
04/06/2008,68673,68673
03/06/2008,70011,70011
02/06/2008,71897,71897
30/05/2008,72592,72592
29/05/2008,71797,71797
28/05/2008,73153,73153
27/05/2008,70992,70992
26/05/2008,71628,71628
23/05/2008,71451,71451
21/05/2008,72294,72294
20/05/2008,73516,73516
19/05/2008,73438,73438
16/05/2008,72766,72766
15/05/2008,71492,71492
14/05/2008,70026,70026
13/05/2008,70503,70503
12/05/2008,70415,70415
09/05/2008,69645,69645
08/05/2008,69722,69722
07/05/2008,69017,69017
06/05/2008,70195,70195
05/05/2008,70174,70174
02/05/2008,69366,69366
30/04/2008,67868,67868
29/04/2008,63825,63825
28/04/2008,65677,65677
25/04/2008,65187,65187
24/04/2008,64576,64576
23/04/2008,64947,64947
22/04/2008,65412,65412
18/04/2008,64922,64922
17/04/2008,64552,64552
16/04/2008,64151,64151
15/04/2008,62618,62618
14/04/2008,62153,62153
11/04/2008,62585,62585
10/04/2008,63527,63527
09/04/2008,63476,63476
08/04/2008,64539,64539
07/04/2008,64175,64175
04/04/2008,64445,64445
03/04/2008,64175,64175
02/04/2008,63364,63364
01/04/2008,62774,62774
31/03/2008,60968,60968
28/03/2008,60452,60452
27/03/2008,60761,60761
26/03/2008,61415,61415
25/03/2008,61234,61234
24/03/2008,59812,59812
20/03/2008,58987,58987
19/03/2008,58827,58827
18/03/2008,61932,61932
17/03/2008,60011,60011
14/03/2008,61990,61990
13/03/2008,62279,62279
12/03/2008,62176,62176
11/03/2008,62367,62367
10/03/2008,59999,59999
07/03/2008,61867,61867
06/03/2008,62974,62974
05/03/2008,64629,64629
04/03/2008,63655,63655
03/03/2008,64490,64490
29/02/2008,63489,63489
28/02/2008,65555,65555
27/02/2008,65494,65494
26/02/2008,65182,65182
25/02/2008,65000,65000
22/02/2008,64608,64608
21/02/2008,63792,63792
20/02/2008,63747,63747
19/02/2008,62296,62296
18/02/2008,62801,62801
15/02/2008,61271,61271
14/02/2008,61818,61818
13/02/2008,62590,62590
12/02/2008,61805,61805
11/02/2008,60643,60643
08/02/2008,59075,59075
07/02/2008,58965,58965
06/02/2008,58968,58968
01/02/2008,61079,61079
31/01/2008,59490,59490
30/01/2008,60289,60289
29/01/2008,59529,59529
28/01/2008,58593,58593
25/01/2008,,
24/01/2008,57463,57463
23/01/2008,54234,54234
22/01/2008,56097,56097
21/01/2008,53709,53709
18/01/2008,57506,57506
17/01/2008,57036,57036
16/01/2008,58777,58777
15/01/2008,59907,59907
14/01/2008,62187,62187
11/01/2008,61942,61942
10/01/2008,63515,63515
09/01/2008,62673,62673
08/01/2008,62080,62080
07/01/2008,60772,60772
04/01/2008,61036,61036
03/01/2008,62891,62891
02/01/2008,62815,62815
31/12/2007,,
28/12/2007,63886,63886
27/12/2007,63774,63774
26/12/2007,64288,64288
24/12/2007,,
21/12/2007,63097,63097
20/12/2007,61716,61716
19/12/2007,61721,61721
18/12/2007,61096,61096
17/12/2007,59828,59828
14/12/2007,62444,62444
13/12/2007,62860,62860
12/12/2007,64741,64741
11/12/2007,64512,64512
10/12/2007,65445,65445
07/12/2007,65638,65638
06/12/2007,65790,65790
05/12/2007,64927,64927
04/12/2007,63481,63481
03/12/2007,63199,63199
30/11/2007,63006,63006
29/11/2007,62156,62156
28/11/2007,61714,61714
27/11/2007,59431,59431
26/11/2007,59069,59069
23/11/2007,60970,60970
22/11/2007,60653,60653
21/11/2007,60581,60581
20/11/2007,,
19/11/2007,62336,62336
16/11/2007,64609,64609
14/11/2007,64630,64630
13/11/2007,62927,62927
12/11/2007,61526,61526
09/11/2007,64320,64320
08/11/2007,63561,63561
07/11/2007,63500,63500
06/11/2007,64503,64503
05/11/2007,62959,62959
01/11/2007,64050,64050
31/10/2007,65317,65317
30/10/2007,64383,64383
29/10/2007,65044,65044
26/10/2007,64275,64275
25/10/2007,62341,62341
24/10/2007,62624,62624
23/10/2007,62697,62697
22/10/2007,61215,61215
19/10/2007,60894,60894
18/10/2007,63261,63261
17/10/2007,63193,63193
16/10/2007,61717,61717
15/10/2007,62969,62969
11/10/2007,62455,62455
10/10/2007,63197,63197
09/10/2007,63548,63548
08/10/2007,62660,62660
05/10/2007,62318,62318
04/10/2007,60406,60406
03/10/2007,60098,60098
02/10/2007,62017,62017
01/10/2007,62340,62340
28/09/2007,60465,60465
27/09/2007,61052,61052
26/09/2007,59714,59714
25/09/2007,58857,58857
24/09/2007,58719,58719
21/09/2007,57798,57798
20/09/2007,56906,56906
19/09/2007,57264,57264
18/09/2007,56666,56666
17/09/2007,54340,54340
14/09/2007,54671,54671
13/09/2007,54908,54908
12/09/2007,53882,53882
11/09/2007,53920,53920
10/09/2007,52652,52652
06/09/2007,54569,54569
05/09/2007,54407,54407
04/09/2007,55250,55250
03/09/2007,54832,54832
31/08/2007,54637,54637
30/08/2007,52857,52857
29/08/2007,52734,52734
28/08/2007,51645,51645
27/08/2007,53078,53078
24/08/2007,52997,52997
23/08/2007,51848,51848
22/08/2007,51744,51744
21/08/2007,49815,49815
20/08/2007,49206,49206
17/08/2007,48558,48558
16/08/2007,48015,48015
15/08/2007,49285,49285
14/08/2007,50911,50911
13/08/2007,52434,52434
10/08/2007,52638,52638
09/08/2007,53430,53430
08/08/2007,55241,55241
07/08/2007,53802,53802
06/08/2007,53091,53091
03/08/2007,52846,52846
02/08/2007,54690,54690
01/08/2007,54233,54233
31/07/2007,54182,54182
30/07/2007,54572,54572
27/07/2007,52922,52922
26/07/2007,53893,53893
25/07/2007,56001,56001
24/07/2007,55794,55794
23/07/2007,58036,58036
20/07/2007,57442,57442
19/07/2007,58124,58124
18/07/2007,57555,57555
17/07/2007,57659,57659
16/07/2007,57374,57374
13/07/2007,57644,57644
12/07/2007,57613,57613
11/07/2007,56356,56356
10/07/2007,55882,55882
09/07/2007,,
06/07/2007,56443,56443
05/07/2007,55932,55932
04/07/2007,55696,55696
03/07/2007,55699,55699
02/07/2007,55371,55371
29/06/2007,54392,54392
28/06/2007,54146,54146
27/06/2007,54143,54143
26/06/2007,53851,53851
25/06/2007,54041,54041
22/06/2007,54267,54267
21/06/2007,54656,54656
20/06/2007,54029,54029
19/06/2007,54643,54643
18/06/2007,54730,54730
15/06/2007,54518,54518
14/06/2007,53712,53712
13/06/2007,52993,52993
12/06/2007,51797,51797
11/06/2007,52776,52776
08/06/2007,52329,52329
06/06/2007,52049,52049
05/06/2007,53162,53162
04/06/2007,53242,53242
01/06/2007,53422,53422
31/05/2007,52268,52268
30/05/2007,52527,52527
29/05/2007,51713,51713
28/05/2007,52119,52119
25/05/2007,51617,51617
24/05/2007,50530,50530
23/05/2007,51812,51812
22/05/2007,52208,52208
21/05/2007,52423,52423
18/05/2007,52077,52077
17/05/2007,51631,51631
16/05/2007,51737,51737
15/05/2007,50518,50518
14/05/2007,50510,50510
11/05/2007,50902,50902
10/05/2007,50234,50234
09/05/2007,51300,51300
08/05/2007,50277,50277
07/05/2007,50281,50281
04/05/2007,50597,50597
03/05/2007,50218,50218
02/05/2007,49471,49471
30/04/2007,48956,48956
27/04/2007,49229,49229
26/04/2007,49067,49067
25/04/2007,49675,49675
24/04/2007,49070,49070
23/04/2007,49162,49162
20/04/2007,49408,49408
19/04/2007,48762,48762
18/04/2007,48709,48709
17/04/2007,48755,48755
16/04/2007,48921,48921
13/04/2007,47926,47926
12/04/2007,47346,47346
11/04/2007,46939,46939
10/04/2007,47174,47174
09/04/2007,46854,46854
05/04/2007,46646,46646
04/04/2007,46553,46553
03/04/2007,46288,46288
02/04/2007,45597,45597
30/03/2007,45804,45804
29/03/2007,45355,45355
28/03/2007,44484,44484
27/03/2007,45206,45206
26/03/2007,45644,45644
23/03/2007,45532,45532
22/03/2007,45424,45424
21/03/2007,45630,45630
20/03/2007,44350,44350
19/03/2007,43712,43712
16/03/2007,42730,42730
15/03/2007,43278,43278
14/03/2007,43288,43288
13/03/2007,42749,42749
12/03/2007,44249,44249
09/03/2007,44133,44133
08/03/2007,43465,43465
07/03/2007,42667,42667
06/03/2007,43218,43218
05/03/2007,41179,41179
02/03/2007,42369,42369
01/03/2007,43516,43516
28/02/2007,43892,43892
27/02/2007,43145,43145
26/02/2007,46207,46207
23/02/2007,46015,46015
22/02/2007,46452,46452
21/02/2007,46090,46090
16/02/2007,45849,45849
15/02/2007,45955,45955
14/02/2007,45995,45995
13/02/2007,45197,45197
12/02/2007,43934,43934
09/02/2007,44284,44284
08/02/2007,44891,44891
07/02/2007,44587,44587
06/02/2007,45351,45351
05/02/2007,45286,45286
02/02/2007,44997,44997
01/02/2007,44815,44815
31/01/2007,44641,44641
30/01/2007,44044,44044
29/01/2007,43573,43573
26/01/2007,44412,44412
25/01/2007,,
24/01/2007,44686,44686
23/01/2007,44177,44177
22/01/2007,43553,43553
19/01/2007,43427,43427
18/01/2007,42477,42477
17/01/2007,42735,42735
16/01/2007,42624,42624
15/01/2007,42919,42919
12/01/2007,43094,43094
11/01/2007,42670,42670
10/01/2007,42335,42335
09/01/2007,42006,42006
08/01/2007,42829,42829
05/01/2007,42245,42245
04/01/2007,44019,44019
03/01/2007,44445,44445
02/01/2007,45382,45382
29/12/2006,,
28/12/2006,44473,44473
27/12/2006,44526,44526
26/12/2006,43603,43603
22/12/2006,43355,43355
21/12/2006,43385,43385
20/12/2006,43502,43502
19/12/2006,43589,43589
18/12/2006,43508,43508
15/12/2006,43595,43595
14/12/2006,43754,43754
13/12/2006,43284,43284
12/12/2006,43018,43018
11/12/2006,43297,43297
08/12/2006,42977,42977
07/12/2006,42909,42909
06/12/2006,43096,43096
05/12/2006,43157,43157
04/12/2006,42654,42654
01/12/2006,41327,41327
30/11/2006,41931,41931
29/11/2006,41970,41970
28/11/2006,41043,41043
27/11/2006,40914,40914
24/11/2006,41757,41757
23/11/2006,42069,42069
22/11/2006,41912,41912
21/11/2006,41570,41570
20/11/2006,,
17/11/2006,41029,41029
16/11/2006,41161,41161
14/11/2006,41290,41290
13/11/2006,40605,40605
10/11/2006,40719,40719
09/11/2006,40815,40815
08/11/2006,41334,41334
07/11/2006,41048,41048
06/11/2006,41246,41246
03/11/2006,40435,40435
01/11/2006,39930,39930
31/10/2006,39262,39262
30/10/2006,38900,38900
27/10/2006,39328,39328
26/10/2006,39644,39644
25/10/2006,39562,39562
24/10/2006,39498,39498
23/10/2006,39226,39226
20/10/2006,38642,38642
19/10/2006,38919,38919
18/10/2006,38685,38685
17/10/2006,38897,38897
16/10/2006,39229,39229
13/10/2006,38850,38850
11/10/2006,38322,38322
10/10/2006,38654,38654
09/10/2006,38406,38406
06/10/2006,37940,37940
05/10/2006,37976,37976
04/10/2006,37749,37749
03/10/2006,36437,36437
02/10/2006,37057,37057
29/09/2006,36449,36449
28/09/2006,36486,36486
27/09/2006,36105,36105
26/09/2006,35818,35818
25/09/2006,34972,34972
22/09/2006,34798,34798
21/09/2006,34830,34830
20/09/2006,35196,35196
19/09/2006,35885,35885
18/09/2006,36482,36482
15/09/2006,36169,36169
14/09/2006,36153,36153
13/09/2006,36549,36549
12/09/2006,36146,36146
11/09/2006,35772,35772
08/09/2006,36558,36558
06/09/2006,36709,36709
05/09/2006,37367,37367
04/09/2006,37693,37693
01/09/2006,37329,37329
31/08/2006,39263,39263
30/08/2006,36313,36313
29/08/2006,36303,36303
28/08/2006,36374,36374
25/08/2006,35957,35957
24/08/2006,35797,35797
23/08/2006,35512,35512
22/08/2006,36677,36677
21/08/2006,37160,37160
18/08/2006,37551,37551
17/08/2006,37558,37558
16/08/2006,37677,37677
15/08/2006,37295,37295
14/08/2006,36556,36556
11/08/2006,36944,36944
10/08/2006,37353,37353
09/08/2006,37255,37255
08/08/2006,37600,37600
07/08/2006,37697,37697
04/08/2006,37847,37847
03/08/2006,37451,37451
02/08/2006,37288,37288
01/08/2006,36839,36839
31/07/2006,37077,37077
28/07/2006,37381,37381
27/07/2006,36887,36887
26/07/2006,36594,36594
25/07/2006,36680,36680
24/07/2006,36224,36224
21/07/2006,35510,35510
20/07/2006,35846,35846
19/07/2006,36785,36785
18/07/2006,35130,35130
17/07/2006,34866,34866
14/07/2006,35349,35349
13/07/2006,35354,35354
12/07/2006,36229,36229
11/07/2006,36553,36553
10/07/2006,36140,36140
07/07/2006,36101,36101
06/07/2006,36533,36533
05/07/2006,36378,36378
04/07/2006,37367,37367
03/07/2006,37357,37357
30/06/2006,36630,36630
29/06/2006,36486,36486
28/06/2006,34834,34834
27/06/2006,34375,34375
26/06/2006,34631,34631
23/06/2006,34661,34661
22/06/2006,34316,34316
21/06/2006,34546,34546
20/06/2006,33632,33632
19/06/2006,33897,33897
16/06/2006,34398,34398
14/06/2006,32941,32941
13/06/2006,32847,32847
12/06/2006,33554,33554
09/06/2006,35074,35074
08/06/2006,35437,35437
07/06/2006,35264,35264
06/06/2006,36557,36557
05/06/2006,36739,36739
02/06/2006,37942,37942
01/06/2006,37748,37748
31/05/2006,36530,36530
30/05/2006,36412,36412
29/05/2006,38145,38145
26/05/2006,38629,38629
25/05/2006,37568,37568
24/05/2006,35791,35791
23/05/2006,36110,36110
22/05/2006,36496,36496
19/05/2006,37732,37732
18/05/2006,37807,37807
17/05/2006,38290,38290
16/05/2006,39416,39416
15/05/2006,39271,39271
12/05/2006,40211,40211
11/05/2006,40847,40847
10/05/2006,41751,41751
09/05/2006,41979,41979
08/05/2006,41515,41515
05/05/2006,41417,41417
04/05/2006,40975,40975
03/05/2006,40919,40919
02/05/2006,41016,41016
28/04/2006,40363,40363
27/04/2006,39751,39751
26/04/2006,40410,40410
25/04/2006,39738,39738
