date,ibov_adj,ibov
01/03/2019,94603,94603
28/02/2019,95584,95584
27/02/2019,97307,97307
26/02/2019,97602,97602
25/02/2019,97239,97239
22/02/2019,97885,97885
21/02/2019,96932,96932
20/02/2019,96544,96544
19/02/2019,97659,97659
18/02/2019,96509,96509
15/02/2019,97525,97525
14/02/2019,98015,98015
13/02/2019,95842,95842
12/02/2019,96168,96168
11/02/2019,94412,94412
08/02/2019,95343,95343
07/02/2019,94405,94405
06/02/2019,94635,94635
05/02/2019,98311,98311
04/02/2019,98588,98588
01/02/2019,97861,97861
31/01/2019,97393,97393
30/01/2019,96996,96996
29/01/2019,95639,95639
28/01/2019,95443,95443
25/01/2019,,
24/01/2019,97677,97677
23/01/2019,96558,96558
22/01/2019,95103,95103
21/01/2019,96009,96009
18/01/2019,96096,96096
17/01/2019,95351,95351
16/01/2019,94393,94393
15/01/2019,94055,94055
14/01/2019,94474,94474
11/01/2019,93658,93658
10/01/2019,93805,93805
09/01/2019,93613,93613
08/01/2019,92031,92031
07/01/2019,91699,91699
04/01/2019,91840,91840
03/01/2019,91564,91564
02/01/2019,91012,91012
31/12/2018,,
28/12/2018,87887,87887
27/12/2018,85460,85460
26/12/2018,85136,85136
24/12/2018,,
21/12/2018,85697,85697
20/12/2018,85269,85269
19/12/2018,85673,85673
18/12/2018,86610,86610
17/12/2018,86399,86399
14/12/2018,87449,87449
13/12/2018,87837,87837
12/12/2018,86977,86977
11/12/2018,86419,86419
10/12/2018,85914,85914
07/12/2018,88115,88115
06/12/2018,88846,88846
05/12/2018,89039,89039
04/12/2018,88624,88624
03/12/2018,89820,89820
30/11/2018,89504,89504
29/11/2018,89709,89709
28/11/2018,89250,89250
27/11/2018,87891,87891
26/11/2018,85546,85546
23/11/2018,86230,86230
22/11/2018,87477,87477
21/11/2018,87268,87268
20/11/2018,,
19/11/2018,87900,87900
16/11/2018,88515,88515
14/11/2018,85973,85973
13/11/2018,84914,84914
12/11/2018,85524,85524
09/11/2018,85641,85641
08/11/2018,85620,85620
07/11/2018,87714,87714
06/11/2018,88668,88668
05/11/2018,89598,89598
01/11/2018,88419,88419
31/10/2018,87423,87423
30/10/2018,86885,86885
29/10/2018,83796,83796
26/10/2018,85719,85719
25/10/2018,84083,84083
24/10/2018,83063,83063
23/10/2018,85300,85300
22/10/2018,85596,85596
19/10/2018,84219,84219
18/10/2018,83847,83847
17/10/2018,85763,85763
16/10/2018,85717,85717
15/10/2018,83359,83359
11/10/2018,82921,82921
10/10/2018,83679,83679
09/10/2018,86087,86087
08/10/2018,86083,86083
05/10/2018,82321,82321
04/10/2018,82952,82952
03/10/2018,83273,83273
02/10/2018,81612,81612
01/10/2018,78623,78623
28/09/2018,79342,79342
27/09/2018,80000,80000
26/09/2018,78656,78656
25/09/2018,78630,78630
24/09/2018,77984,77984
21/09/2018,79444,79444
20/09/2018,78116,78116
19/09/2018,78168,78168
18/09/2018,78313,78313
17/09/2018,76788,76788
14/09/2018,75429,75429
13/09/2018,74686,74686
12/09/2018,75124,75124
11/09/2018,74656,74656
10/09/2018,76436,76436
06/09/2018,76416,76416
05/09/2018,75092,75092
04/09/2018,74711,74711
03/09/2018,76192,76192
31/08/2018,76677,76677
30/08/2018,76404,76404
29/08/2018,78388,78388
28/08/2018,77473,77473
27/08/2018,77929,77929
24/08/2018,76262,76262
23/08/2018,75633,75633
22/08/2018,76902,76902
21/08/2018,75180,75180
20/08/2018,76327,76327
17/08/2018,76028,76028
16/08/2018,76818,76818
15/08/2018,77077,77077
14/08/2018,78602,78602
13/08/2018,77496,77496
10/08/2018,76514,76514
09/08/2018,78767,78767
08/08/2018,79151,79151
07/08/2018,80346,80346
06/08/2018,81050,81050
03/08/2018,81434,81434
02/08/2018,79636,79636
01/08/2018,79301,79301
31/07/2018,79220,79220
30/07/2018,80275,80275
27/07/2018,79866,79866
26/07/2018,79405,79405
25/07/2018,80218,80218
24/07/2018,79154,79154
23/07/2018,77996,77996
20/07/2018,78571,78571
19/07/2018,77486,77486
18/07/2018,77362,77362
17/07/2018,78130,78130
16/07/2018,76652,76652
13/07/2018,76594,76594
12/07/2018,75856,75856
11/07/2018,74398,74398
10/07/2018,74862,74862
09/07/2018,,
06/07/2018,75010,75010
05/07/2018,74553,74553
04/07/2018,74743,74743
03/07/2018,73667,73667
02/07/2018,72839,72839
29/06/2018,72762,72762
28/06/2018,71766,71766
27/06/2018,70609,70609
26/06/2018,71404,71404
25/06/2018,70952,70952
22/06/2018,70640,70640
21/06/2018,70074,70074
20/06/2018,72123,72123
19/06/2018,71394,71394
18/06/2018,69814,69814
15/06/2018,70757,70757
14/06/2018,71421,71421
13/06/2018,72122,72122
12/06/2018,72754,72754
11/06/2018,72307,72307
08/06/2018,72942,72942
07/06/2018,73851,73851
06/06/2018,76117,76117
05/06/2018,76641,76641
04/06/2018,78596,78596
01/06/2018,77239,77239
30/05/2018,76753,76753
29/05/2018,76071,76071
28/05/2018,75355,75355
25/05/2018,78897,78897
24/05/2018,80122,80122
23/05/2018,80867,80867
22/05/2018,82738,82738
21/05/2018,81815,81815
18/05/2018,83081,83081
17/05/2018,83621,83621
16/05/2018,86536,86536
15/05/2018,85130,85130
14/05/2018,85232,85232
11/05/2018,85220,85220
10/05/2018,85861,85861
09/05/2018,84265,84265
08/05/2018,82956,82956
07/05/2018,82714,82714
04/05/2018,83118,83118
03/05/2018,83288,83288
02/05/2018,84547,84547
30/04/2018,86115,86115
27/04/2018,86444,86444
26/04/2018,86383,86383
25/04/2018,85044,85044
24/04/2018,85469,85469
23/04/2018,85602,85602
20/04/2018,85550,85550
19/04/2018,85824,85824
18/04/2018,85776,85776
17/04/2018,84086,84086
16/04/2018,82861,82861
13/04/2018,84334,84334
12/04/2018,85443,85443
11/04/2018,85245,85245
10/04/2018,84510,84510
09/04/2018,83307,83307
06/04/2018,84820,84820
05/04/2018,85209,85209
04/04/2018,84359,84359
03/04/2018,84623,84623
02/04/2018,84666,84666
29/03/2018,85365,85365
28/03/2018,83874,83874
27/03/2018,83808,83808
26/03/2018,85087,85087
23/03/2018,84377,84377
22/03/2018,84767,84767
21/03/2018,84976,84976
20/03/2018,84163,84163
19/03/2018,83913,83913
16/03/2018,84886,84886
15/03/2018,84928,84928
14/03/2018,86050,86050
13/03/2018,86383,86383
12/03/2018,86900,86900
09/03/2018,86371,86371
08/03/2018,84984,84984
07/03/2018,85483,85483
06/03/2018,85653,85653
05/03/2018,86022,86022
02/03/2018,85761,85761
01/03/2018,85377,85377
28/02/2018,85353,85353
27/02/2018,86935,86935
26/02/2018,87652,87652
23/02/2018,87293,87293
22/02/2018,86686,86686
21/02/2018,86051,86051
20/02/2018,85803,85803
19/02/2018,84792,84792
16/02/2018,84524,84524
15/02/2018,84290,84290
14/02/2018,83542,83542
09/02/2018,80898,80898
08/02/2018,81532,81532
07/02/2018,82766,82766
06/02/2018,83894,83894
05/02/2018,81861,81861
02/02/2018,84041,84041
01/02/2018,85495,85495
31/01/2018,84912,84912
30/01/2018,84482,84482
29/01/2018,84698,84698
26/01/2018,85530,85530
25/01/2018,,
24/01/2018,83680,83680
23/01/2018,80678,80678
22/01/2018,81675,81675
19/01/2018,81219,81219
18/01/2018,80962,80962
17/01/2018,81189,81189
16/01/2018,79831,79831
15/01/2018,79752,79752
12/01/2018,79349,79349
11/01/2018,79365,79365
10/01/2018,78200,78200
09/01/2018,78863,78863
08/01/2018,79378,79378
05/01/2018,79071,79071
04/01/2018,78647,78647
03/01/2018,77995,77995
02/01/2018,77891,77891
29/12/2017,,
28/12/2017,76402,76402
27/12/2017,76072,76072
26/12/2017,75707,75707
22/12/2017,75186,75186
21/12/2017,75133,75133
20/12/2017,73367,73367
19/12/2017,72680,72680
18/12/2017,73115,73115
15/12/2017,72607,72607
14/12/2017,72428,72428
13/12/2017,72914,72914
12/12/2017,73813,73813
11/12/2017,72800,72800
08/12/2017,72731,72731
07/12/2017,72487,72487
06/12/2017,73268,73268
05/12/2017,72546,72546
04/12/2017,73090,73090
01/12/2017,72264,72264
30/11/2017,71970,71970
29/11/2017,72700,72700
28/11/2017,74139,74139
27/11/2017,74058,74058
24/11/2017,74157,74157
23/11/2017,74486,74486
22/11/2017,74518,74518
21/11/2017,74594,74594
20/11/2017,,
17/11/2017,73437,73437
16/11/2017,72511,72511
14/11/2017,70826,70826
13/11/2017,72475,72475
10/11/2017,72165,72165
09/11/2017,72930,72930
08/11/2017,74363,74363
07/11/2017,72414,72414
06/11/2017,74310,74310
03/11/2017,73915,73915
01/11/2017,73823,73823
31/10/2017,74308,74308
30/10/2017,74800,74800
27/10/2017,75975,75975
26/10/2017,75896,75896
25/10/2017,76671,76671
24/10/2017,76350,76350
23/10/2017,75413,75413
20/10/2017,76390,76390
19/10/2017,76283,76283
18/10/2017,76591,76591
17/10/2017,76201,76201
16/10/2017,76891,76891
13/10/2017,76989,76989
11/10/2017,76659,76659
10/10/2017,76897,76897
09/10/2017,75726,75726
06/10/2017,76054,76054
05/10/2017,76617,76617
04/10/2017,76591,76591
03/10/2017,76762,76762
02/10/2017,74359,74359
29/09/2017,74293,74293
28/09/2017,73567,73567
27/09/2017,73796,73796
26/09/2017,74318,74318
25/09/2017,74443,74443
22/09/2017,75389,75389
21/09/2017,75604,75604
20/09/2017,76004,76004
19/09/2017,75974,75974
18/09/2017,75990,75990
15/09/2017,75756,75756
14/09/2017,74656,74656
13/09/2017,74787,74787
12/09/2017,74538,74538
11/09/2017,74319,74319
08/09/2017,73078,73078
06/09/2017,73412,73412
05/09/2017,72150,72150
04/09/2017,72128,72128
01/09/2017,71923,71923
31/08/2017,70835,70835
30/08/2017,70886,70886
29/08/2017,71329,71329
28/08/2017,71016,71016
25/08/2017,71073,71073
24/08/2017,71132,71132
23/08/2017,70477,70477
22/08/2017,70011,70011
21/08/2017,68634,68634
18/08/2017,68714,68714
17/08/2017,67976,67976
16/08/2017,68594,68594
15/08/2017,68355,68355
14/08/2017,68284,68284
11/08/2017,67358,67358
10/08/2017,66992,66992
09/08/2017,67671,67671
08/08/2017,67898,67898
07/08/2017,67939,67939
04/08/2017,66897,66897
03/08/2017,66777,66777
02/08/2017,67135,67135
01/08/2017,66516,66516
31/07/2017,65920,65920
28/07/2017,65497,65497
27/07/2017,65277,65277
26/07/2017,65010,65010
25/07/2017,65667,65667
24/07/2017,65099,65099
21/07/2017,64684,64684
20/07/2017,64938,64938
19/07/2017,65179,65179
18/07/2017,65337,65337
17/07/2017,65212,65212
14/07/2017,65436,65436
13/07/2017,65178,65178
12/07/2017,64835,64835
11/07/2017,63832,63832
10/07/2017,63025,63025
07/07/2017,62322,62322
06/07/2017,62470,62470
05/07/2017,63154,63154
04/07/2017,63231,63231
03/07/2017,63279,63279
30/06/2017,62899,62899
29/06/2017,62238,62238
28/06/2017,62017,62017
27/06/2017,61675,61675
26/06/2017,62188,62188
23/06/2017,61087,61087
22/06/2017,61272,61272
21/06/2017,60761,60761
20/06/2017,60766,60766
19/06/2017,62014,62014
16/06/2017,61626,61626
14/06/2017,61922,61922
13/06/2017,61828,61828
12/06/2017,61700,61700
09/06/2017,62210,62210
08/06/2017,62755,62755
07/06/2017,63170,63170
06/06/2017,62954,62954
05/06/2017,62450,62450
02/06/2017,62510,62510
01/06/2017,62288,62288
31/05/2017,62711,62711
30/05/2017,63962,63962
29/05/2017,63760,63760
26/05/2017,64085,64085
25/05/2017,63226,63226
24/05/2017,63257,63257
23/05/2017,62662,62662
22/05/2017,61673,61673
19/05/2017,62639,62639
18/05/2017,61597,61597
17/05/2017,67540,67540
16/05/2017,68684,68684
15/05/2017,68474,68474
12/05/2017,68221,68221
11/05/2017,67537,67537
10/05/2017,67349,67349
09/05/2017,66277,66277
08/05/2017,65526,65526
05/05/2017,65709,65709
04/05/2017,64862,64862
03/05/2017,66093,66093
02/05/2017,66721,66721
28/04/2017,65403,65403
27/04/2017,64676,64676
26/04/2017,64861,64861
25/04/2017,65148,65148
24/04/2017,64389,64389
20/04/2017,63760,63760
19/04/2017,63406,63406
18/04/2017,64158,64158
17/04/2017,64334,64334
13/04/2017,62826,62826
12/04/2017,63891,63891
11/04/2017,64359,64359
10/04/2017,64649,64649
07/04/2017,64593,64593
06/04/2017,64222,64222
05/04/2017,64774,64774
04/04/2017,65768,65768
03/04/2017,65211,65211
31/03/2017,64984,64984
30/03/2017,65265,65265
29/03/2017,65528,65528
28/03/2017,64640,64640
27/03/2017,64308,64308
24/03/2017,63853,63853
23/03/2017,63530,63530
22/03/2017,63521,63521
21/03/2017,62980,62980
20/03/2017,64884,64884
17/03/2017,64209,64209
16/03/2017,65782,65782
15/03/2017,66234,66234
14/03/2017,64699,64699
13/03/2017,65534,65534
10/03/2017,64675,64675
09/03/2017,64585,64585
08/03/2017,64718,64718
07/03/2017,65742,65742
06/03/2017,66341,66341
03/03/2017,66785,66785
02/03/2017,65854,65854
01/03/2017,66988,66988
24/02/2017,66662,66662
23/02/2017,67461,67461
22/02/2017,68589,68589
21/02/2017,69052,69052
20/02/2017,68532,68532
17/02/2017,67748,67748
16/02/2017,67814,67814
15/02/2017,67975,67975
14/02/2017,66712,66712
13/02/2017,66967,66967
10/02/2017,66124,66124
09/02/2017,64964,64964
08/02/2017,64835,64835
07/02/2017,64198,64198
06/02/2017,63992,63992
03/02/2017,64953,64953
02/02/2017,64578,64578
01/02/2017,64836,64836
31/01/2017,64670,64670
30/01/2017,64301,64301
27/01/2017,66033,66033
26/01/2017,66190,66190
25/01/2017,,
24/01/2017,65840,65840
23/01/2017,65748,65748
20/01/2017,64521,64521
19/01/2017,63950,63950
18/01/2017,64149,64149
17/01/2017,64354,64354
16/01/2017,63831,63831
13/01/2017,63651,63651
12/01/2017,63953,63953
11/01/2017,62446,62446
10/01/2017,62131,62131
09/01/2017,61700,61700
06/01/2017,61665,61665
05/01/2017,62070,62070
04/01/2017,61589,61589
03/01/2017,61813,61813
02/01/2017,59588,59588
30/12/2016,,
29/12/2016,60227,60227
28/12/2016,59781,59781
27/12/2016,58696,58696
26/12/2016,58620,58620
23/12/2016,57937,57937
22/12/2016,57255,57255
21/12/2016,57646,57646
20/12/2016,57582,57582
19/12/2016,57110,57110
16/12/2016,58389,58389
15/12/2016,58396,58396
14/12/2016,58212,58212
13/12/2016,59280,59280
12/12/2016,59178,59178
09/12/2016,60500,60500
08/12/2016,60676,60676
07/12/2016,61414,61414
06/12/2016,61088,61088
05/12/2016,59831,59831
02/12/2016,60316,60316
01/12/2016,59506,59506
30/11/2016,61906,61906
29/11/2016,60986,60986
28/11/2016,62855,62855
25/11/2016,61559,61559
24/11/2016,61395,61395
23/11/2016,61985,61985
22/11/2016,61954,61954
21/11/2016,61070,61070
18/11/2016,59961,59961
17/11/2016,59770,59770
16/11/2016,60759,60759
14/11/2016,59657,59657
11/11/2016,59183,59183
10/11/2016,61200,61200
09/11/2016,63258,63258
08/11/2016,64157,64157
07/11/2016,64051,64051
04/11/2016,61598,61598
03/11/2016,61750,61750
01/11/2016,63326,63326
31/10/2016,64924,64924
28/10/2016,64307,64307
27/10/2016,64249,64249
26/10/2016,63825,63825
25/10/2016,63866,63866
24/10/2016,64059,64059
21/10/2016,64108,64108
20/10/2016,63837,63837
19/10/2016,63505,63505
18/10/2016,63782,63782
17/10/2016,62696,62696
14/10/2016,61767,61767
13/10/2016,61118,61118
11/10/2016,61021,61021
10/10/2016,61668,61668
07/10/2016,61108,61108
06/10/2016,60644,60644
05/10/2016,60254,60254
04/10/2016,59339,59339
03/10/2016,59461,59461
30/09/2016,58367,58367
29/09/2016,58350,58350
28/09/2016,59355,59355
27/09/2016,58382,58382
26/09/2016,58053,58053
23/09/2016,58697,58697
22/09/2016,58994,58994
21/09/2016,58393,58393
20/09/2016,57736,57736
19/09/2016,57350,57350
16/09/2016,57079,57079
15/09/2016,57909,57909
14/09/2016,57059,57059
13/09/2016,56820,56820
12/09/2016,58586,58586
09/09/2016,57999,57999
08/09/2016,60231,60231
06/09/2016,60129,60129
05/09/2016,59566,59566
02/09/2016,59616,59616
01/09/2016,58236,58236
31/08/2016,57901,57901
30/08/2016,58575,58575
29/08/2016,58610,58610
26/08/2016,57716,57716
25/08/2016,57722,57722
24/08/2016,57717,57717
23/08/2016,58020,58020
22/08/2016,57781,57781
19/08/2016,59098,59098
18/08/2016,59166,59166
17/08/2016,59323,59323
16/08/2016,58855,58855
15/08/2016,59145,59145
12/08/2016,58298,58298
11/08/2016,58299,58299
10/08/2016,56919,56919
09/08/2016,57689,57689
08/08/2016,57635,57635
05/08/2016,57661,57661
04/08/2016,57593,57593
03/08/2016,57076,57076
02/08/2016,56162,56162
01/08/2016,56755,56755
29/07/2016,57308,57308
28/07/2016,56667,56667
27/07/2016,56852,56852
26/07/2016,56782,56782
25/07/2016,56872,56872
22/07/2016,57002,57002
21/07/2016,56641,56641
20/07/2016,56578,56578
19/07/2016,56698,56698
18/07/2016,56484,56484
15/07/2016,55578,55578
14/07/2016,55480,55480
13/07/2016,54598,54598
12/07/2016,54256,54256
11/07/2016,53960,53960
08/07/2016,53140,53140
07/07/2016,52014,52014
06/07/2016,51901,51901
05/07/2016,51842,51842
04/07/2016,52568,52568
01/07/2016,52233,52233
30/06/2016,51526,51526
29/06/2016,51001,51001
28/06/2016,50006,50006
27/06/2016,49245,49245
24/06/2016,50105,50105
23/06/2016,51559,51559
22/06/2016,50156,50156
21/06/2016,50837,50837
20/06/2016,50329,50329
17/06/2016,49533,49533
16/06/2016,49411,49411
15/06/2016,48914,48914
14/06/2016,48648,48648
13/06/2016,49660,49660
10/06/2016,49422,49422
09/06/2016,51118,51118
08/06/2016,51629,51629
07/06/2016,50487,50487
06/06/2016,50431,50431
03/06/2016,50619,50619
02/06/2016,49887,49887
01/06/2016,49012,49012
31/05/2016,48471,48471
30/05/2016,48964,48964
27/05/2016,49051,49051
25/05/2016,49482,49482
24/05/2016,49345,49345
23/05/2016,49330,49330
20/05/2016,49722,49722
19/05/2016,50132,50132
18/05/2016,50561,50561
17/05/2016,50839,50839
16/05/2016,51802,51802
13/05/2016,51804,51804
12/05/2016,53241,53241
11/05/2016,52764,52764
10/05/2016,53070,53070
09/05/2016,50990,50990
06/05/2016,51717,51717
05/05/2016,51671,51671
04/05/2016,52552,52552
03/05/2016,52260,52260
02/05/2016,53561,53561
29/04/2016,53910,53910
28/04/2016,54311,54311
27/04/2016,54477,54477
26/04/2016,53082,53082
25/04/2016,51861,51861
22/04/2016,52907,52907
20/04/2016,53630,53630
19/04/2016,53710,53710
18/04/2016,52894,52894
15/04/2016,53227,53227
14/04/2016,52411,52411
13/04/2016,53149,53149
12/04/2016,52001,52001
11/04/2016,50165,50165
08/04/2016,50292,50292
07/04/2016,48513,48513
06/04/2016,48096,48096
05/04/2016,49053,49053
04/04/2016,48779,48779
01/04/2016,50561,50561
31/03/2016,50055,50055
30/03/2016,51248,51248
29/03/2016,51154,51154
28/03/2016,50838,50838
24/03/2016,49657,49657
23/03/2016,49690,49690
22/03/2016,51010,51010
21/03/2016,51171,51171
18/03/2016,50814,50814
17/03/2016,50913,50913
16/03/2016,47763,47763
15/03/2016,47130,47130
14/03/2016,48867,48867
11/03/2016,49638,49638
10/03/2016,49571,49571
09/03/2016,48665,48665
08/03/2016,49102,49102
07/03/2016,49246,49246
04/03/2016,49084,49084
03/03/2016,47193,47193
02/03/2016,44893,44893
01/03/2016,44121,44121
29/02/2016,42793,42793
26/02/2016,41593,41593
25/02/2016,41887,41887
24/02/2016,42084,42084
23/02/2016,42520,42520
22/02/2016,43234,43234
19/02/2016,41543,41543
18/02/2016,41477,41477
17/02/2016,41630,41630
16/02/2016,40947,40947
15/02/2016,40092,40092
12/02/2016,39808,39808
11/02/2016,39318,39318
10/02/2016,40376,40376
05/02/2016,40592,40592
04/02/2016,40821,40821
03/02/2016,39588,39588
02/02/2016,38596,38596
01/02/2016,40570,40570
29/01/2016,40405,40405
28/01/2016,38630,38630
27/01/2016,38376,38376
26/01/2016,37497,37497
25/01/2016,,
22/01/2016,38031,38031
21/01/2016,37717,37717
20/01/2016,37645,37645
19/01/2016,38057,38057
18/01/2016,37937,37937
15/01/2016,38569,38569
14/01/2016,39500,39500
13/01/2016,38944,38944
12/01/2016,39513,39513
11/01/2016,39950,39950
08/01/2016,40612,40612
07/01/2016,40694,40694
06/01/2016,41773,41773
05/01/2016,42419,42419
04/01/2016,42141,42141
31/12/2015,,
30/12/2015,43349,43349
29/12/2015,43653,43653
28/12/2015,43764,43764
24/12/2015,,
23/12/2015,44014,44014
22/12/2015,43469,43469
21/12/2015,43199,43199
18/12/2015,43910,43910
17/12/2015,45261,45261
16/12/2015,45015,45015
15/12/2015,44872,44872
14/12/2015,44747,44747
11/12/2015,45262,45262
10/12/2015,45630,45630
09/12/2015,46108,46108
08/12/2015,44443,44443
07/12/2015,45222,45222
04/12/2015,45360,45360
03/12/2015,46393,46393
02/12/2015,44914,44914
01/12/2015,45046,45046
30/11/2015,45120,45120
27/11/2015,45872,45872
26/11/2015,47145,47145
25/11/2015,46866,46866
24/11/2015,48284,48284
23/11/2015,48150,48150
20/11/2015,,
19/11/2015,48138,48138
18/11/2015,47435,47435
17/11/2015,47247,47247
16/11/2015,46846,46846
13/11/2015,46517,46517
12/11/2015,46883,46883
11/11/2015,47065,47065
10/11/2015,46206,46206
09/11/2015,46194,46194
06/11/2015,46918,46918
05/11/2015,48046,48046
04/11/2015,47710,47710
03/11/2015,48053,48053
30/10/2015,45868,45868
29/10/2015,45628,45628
28/10/2015,46740,46740
27/10/2015,47042,47042
26/10/2015,47209,47209
23/10/2015,47596,47596
22/10/2015,47772,47772
21/10/2015,47025,47025
20/10/2015,47076,47076
19/10/2015,47447,47447
16/10/2015,47236,47236
15/10/2015,47161,47161
14/10/2015,46710,46710
13/10/2015,47362,47362
09/10/2015,49338,49338
08/10/2015,49106,49106
07/10/2015,48914,48914
06/10/2015,47735,47735
05/10/2015,47598,47598
02/10/2015,47033,47033
01/10/2015,45313,45313
30/09/2015,45059,45059
29/09/2015,44131,44131
28/09/2015,43956,43956
25/09/2015,44831,44831
24/09/2015,45291,45291
23/09/2015,45340,45340
22/09/2015,46264,46264
21/09/2015,46590,46590
18/09/2015,47264,47264
17/09/2015,48551,48551
16/09/2015,48553,48553
15/09/2015,47364,47364
14/09/2015,47281,47281
11/09/2015,46400,46400
10/09/2015,46503,46503
09/09/2015,46657,46657
08/09/2015,46762,46762
04/09/2015,46497,46497
03/09/2015,47365,47365
02/09/2015,46463,46463
01/09/2015,45477,45477
31/08/2015,46625,46625
28/08/2015,47153,47153
27/08/2015,47715,47715
26/08/2015,46038,46038
25/08/2015,44544,44544
24/08/2015,44336,44336
21/08/2015,45719,45719
20/08/2015,46649,46649
19/08/2015,46588,46588
18/08/2015,47450,47450
17/08/2015,47217,47217
14/08/2015,47508,47508
13/08/2015,48009,48009
12/08/2015,48388,48388
11/08/2015,49072,49072
10/08/2015,49353,49353
07/08/2015,48577,48577
06/08/2015,50011,50011
05/08/2015,50287,50287
04/08/2015,50058,50058
03/08/2015,50138,50138
31/07/2015,50864,50864
30/07/2015,49897,49897
29/07/2015,50245,50245
28/07/2015,49601,49601
27/07/2015,48735,48735
24/07/2015,49245,49245
23/07/2015,49806,49806
22/07/2015,50915,50915
21/07/2015,51474,51474
20/07/2015,51600,51600
17/07/2015,52341,52341
16/07/2015,53069,53069
15/07/2015,52902,52902
14/07/2015,53239,53239
13/07/2015,53119,53119
10/07/2015,52590,52590
09/07/2015,,
08/07/2015,51781,51781
07/07/2015,52343,52343
06/07/2015,52149,52149
03/07/2015,52519,52519
02/07/2015,53106,53106
01/07/2015,52757,52757
30/06/2015,53080,53080
29/06/2015,53014,53014
26/06/2015,54016,54016
25/06/2015,53175,53175
24/06/2015,53842,53842
23/06/2015,53772,53772
22/06/2015,53863,53863
19/06/2015,53749,53749
18/06/2015,54238,54238
17/06/2015,53248,53248
16/06/2015,53702,53702
15/06/2015,53137,53137
12/06/2015,53347,53347
11/06/2015,53688,53688
10/06/2015,53876,53876
09/06/2015,52815,52815
08/06/2015,52809,52809
05/06/2015,52973,52973
03/06/2015,53522,53522
02/06/2015,54236,54236
01/06/2015,53031,53031
29/05/2015,52760,52760
28/05/2015,53976,53976
27/05/2015,54236,54236
26/05/2015,53629,53629
25/05/2015,54609,54609
22/05/2015,54377,54377
21/05/2015,55112,55112
20/05/2015,54901,54901
19/05/2015,55498,55498
18/05/2015,56204,56204
15/05/2015,57248,57248
14/05/2015,56656,56656
13/05/2015,56372,56372
12/05/2015,56792,56792
11/05/2015,57197,57197
08/05/2015,57149,57149
07/05/2015,56921,56921
06/05/2015,57103,57103
05/05/2015,58051,58051
04/05/2015,57353,57353
30/04/2015,56229,56229
29/04/2015,55325,55325
28/04/2015,55812,55812
27/04/2015,55534,55534
24/04/2015,56594,56594
23/04/2015,55684,55684
22/04/2015,54617,54617
20/04/2015,53761,53761
17/04/2015,53954,53954
16/04/2015,54674,54674
15/04/2015,54918,54918
14/04/2015,53981,53981
13/04/2015,54239,54239
10/04/2015,54214,54214
09/04/2015,53802,53802
08/04/2015,53661,53661
07/04/2015,53729,53729
06/04/2015,53737,53737
02/04/2015,53123,53123
01/04/2015,52321,52321
31/03/2015,51150,51150
30/03/2015,51243,51243
27/03/2015,50094,50094
26/03/2015,50579,50579
25/03/2015,51858,51858
24/03/2015,51506,51506
23/03/2015,51908,51908
20/03/2015,51966,51966
19/03/2015,50953,50953
18/03/2015,51526,51526
17/03/2015,50285,50285
16/03/2015,48848,48848
13/03/2015,48595,48595
12/03/2015,48880,48880
11/03/2015,48905,48905
10/03/2015,48293,48293
09/03/2015,49181,49181
06/03/2015,49981,49981
05/03/2015,50365,50365
04/03/2015,50468,50468
03/03/2015,51304,51304
02/03/2015,51020,51020
27/02/2015,51583,51583
26/02/2015,51760,51760
25/02/2015,51811,51811
24/02/2015,51874,51874
23/02/2015,51280,51280
20/02/2015,51237,51237
19/02/2015,51294,51294
18/02/2015,51280,51280
13/02/2015,50635,50635
12/02/2015,49532,49532
11/02/2015,48239,48239
10/02/2015,48510,48510
09/02/2015,49382,49382
06/02/2015,48792,48792
05/02/2015,49233,49233
04/02/2015,49301,49301
03/02/2015,48963,48963
02/02/2015,47650,47650
30/01/2015,46907,46907
29/01/2015,47762,47762
28/01/2015,47694,47694
27/01/2015,48591,48591
26/01/2015,48576,48576
23/01/2015,48775,48775
22/01/2015,49442,49442
21/01/2015,49224,49224
20/01/2015,47876,47876
19/01/2015,47758,47758
16/01/2015,49016,49016
15/01/2015,48026,48026
14/01/2015,47645,47645
13/01/2015,48041,48041
12/01/2015,48139,48139
09/01/2015,48840,48840
08/01/2015,49943,49943
07/01/2015,49462,49462
06/01/2015,48000,48000
05/01/2015,47516,47516
02/01/2015,48512,48512
31/12/2014,,
30/12/2014,50007,50007
29/12/2014,50593,50593
26/12/2014,50144,50144
24/12/2014,,
23/12/2014,50889,50889
22/12/2014,50120,50120
19/12/2014,49650,49650
18/12/2014,48495,48495
17/12/2014,48713,48713
16/12/2014,47007,47007
15/12/2014,47018,47018
12/12/2014,48001,48001
11/12/2014,49861,49861
10/12/2014,49548,49548
09/12/2014,50193,50193
08/12/2014,50274,50274
05/12/2014,51992,51992
04/12/2014,51426,51426
03/12/2014,52320,52320
02/12/2014,51612,51612
01/12/2014,52276,52276
28/11/2014,54664,54664
27/11/2014,54721,54721
26/11/2014,55098,55098
25/11/2014,55560,55560
24/11/2014,55406,55406
21/11/2014,56084,56084
20/11/2014,,
19/11/2014,53402,53402
18/11/2014,52061,52061
17/11/2014,51256,51256
14/11/2014,51772,51772
13/11/2014,51846,51846
12/11/2014,52978,52978
11/11/2014,52474,52474
10/11/2014,52725,52725
07/11/2014,53222,53222
